t,DNI,t_ambt,Wt,Qt,GHI,day,SF,DHI
0,0,27.36,7.84,0,0,1,0.514482694,0
1,0,27.25,7.62,0,0,1,0.16620863,0
2,0,27.15,7.72,0,0,1,0.25342147,0
3,0,27.08,8.02,0,0,1,0.956635232,0
4,0,27.05,8.34,0,0,1,0.530485103,0
5,0,27.04,8.57,0,0,1,0.613528678,0
6,0,27.02,8.68,0,98.4,1,0.376845668,57.4
7,0.7,26.98,8.67,0,422.4,1,0.853560939,246.4
8,76.42,26.99,8.61,0,760.8,1,0.71650027,443.8
9,244.59,27.03,8.5,0,992.4,1,0.54039313,578.9
10,415.65,27.07,8.35,0,1153.2,1,0.683327163,672.7
11,566.92,27.12,8.08,0,1.236,1,0.700992401,0.721
12,669.09,27.15,7.77,0,1.2312,1,0.634955581,0.7182
13,696.92,27.18,7.47,0,1142.4,1,0.869044686,666.4
14,632.13,27.19,7.25,0,976.8,1,0.878485545,569.8
15,536.54,27.2,7.15,0,742.8,1,0.914020494,433.3
16,376.31,27.22,7.1,0,440.4,1,0.215874093,256.9
17,79.46,27.22,7.14,0,147.6,1,0.696479415,86.1
18,0,27.21,7.29,0,0,1,0.145386324,0
19,0,27.19,7.48,0,0,1,0.077564709,0
20,0,27.19,7.45,0,0,1,0.282804782,0
21,0,27.17,7.07,0,0,1,0.299908097,0
22,0,27.12,6.54,0,0,1,0.951735823,0
23,0,27.04,6.13,0,0,1,0.889262359,0
24,0,26.95,6.09,0,0,2,0.223918548,0
25,0,26.9,6.33,0,0,2,0.918828266,0
26,0,26.87,6.69,0,0,2,0.205392797,0
27,0,26.87,6.97,0,0,2,0.700188492,0
28,0,26.9,7.01,0,0,2,0.313959778,0
29,0,26.98,6.96,0,0,2,0.344124768,0
30,0,27.05,7.11,0,98.4,2,0.48254294,57.4
31,0.45,27.13,7.39,0,422.4,2,0.494334723,246.4
32,69.44,27.23,7.62,0,760.8,2,0.010152657,443.8
33,226.46,27.33,7.75,0,992.4,2,0.612886014,578.9
34,320.87,27.4,7.94,0,1153.2,2,0.697002784,672.7
35,492.13,27.43,8.17,0,1.236,2,0.007633905,0.721
36,563.35,27.43,8.29,0,1.2312,2,0.506388611,0.7182
37,596.29,27.46,8.27,0,1142.4,2,0.892322735,666.4
38,471.73,27.48,8.23,0,976.8,2,0.214770681,569.8
39,406.54,27.49,8.34,0,742.8,2,0.2061631,433.3
40,289.98,27.48,8.5,0,440.4,2,0.72809158,256.9
41,114.01,27.5,8.63,0,147.6,2,0.689988818,86.1
42,0,27.51,8.72,0,0,2,0.750001605,0
43,0,27.55,8.82,0,0,2,0.294502868,0
44,0,27.55,8.83,0,0,2,0.114901265,0
45,0,27.54,8.8,0,0,2,0.693539236,0
46,0,27.5,8.89,0,0,2,0.123309997,0
47,0,27.44,9.01,0,0,2,0.298305058,0
48,0,27.38,8.97,0,0,3,0.23638453,0
49,0,27.29,8.8,0,0,3,0.645241484,0
50,0,27.18,8.58,0,0,3,0.505429375,0
51,0,27.02,8.36,0,0,3,0.68421492,0
52,0,26.89,8.21,0,0,3,0.148439515,0
53,0,26.83,8.24,0,0,3,0.112506437,0
54,0,26.86,8.32,0,98.4,3,0.678086894,57.4
55,0.4,26.92,8.29,0,422.4,3,0.902990514,246.4
56,59,26.99,8.18,0,760.8,3,0.000152914,443.8
57,188.38,27.05,7.99,0,992.4,3,0.220160984,578.9
58,296.66,27.07,7.78,0,1153.2,3,0.346982653,672.7
59,484.34,27.06,7.62,0,1.236,3,0.588323097,0.721
60,600.41,27,7.63,0,1.2312,3,0.670366405,0.7182
61,497.85,26.91,7.84,0,1142.4,3,0.629386283,666.4
62,218.3,26.87,8.13,0,976.8,3,0.227475428,569.8
63,313.27,26.84,8.57,0,742.8,3,0.879743859,433.3
64,236.61,26.83,9.17,0,440.4,3,0.20586291,256.9
65,99.72,26.81,9.85,0,147.6,3,0.753187752,86.1
66,0,26.78,10.46,0,0,3,0.057705822,0
67,0,26.71,10.9,0,0,3,0.063602228,0
68,0,26.63,11.21,0,0,3,0.475189364,0
69,0,26.54,11.45,0,0,3,0.051870343,0
70,0,26.5,11.46,0,0,3,0.197451031,0
71,0,26.49,11.35,0,0,3,0.414402656,0
72,0,26.51,11.3,0,0,4,0.586458839,0
73,0,26.49,11.39,0,0,4,0.390415111,0
74,0,26.47,11.61,0,0,4,0.368715973,0
75,0,26.48,11.87,0,0,4,0.782914313,0
76,0,26.55,11.98,0,0,4,0.985905404,0
77,0,26.67,11.98,0,0,4,0.644594722,0
78,0,26.76,12.02,0,98.4,4,0.086877903,57.4
79,0.4,26.76,12.19,0,422.4,4,0.380216874,246.4
80,51.19,26.75,12.41,0,760.8,4,0.202017789,443.8
81,157.25,26.81,12.51,0,992.4,4,0.468796877,578.9
82,281.45,26.86,12.57,0,1153.2,4,0.503684815,672.7
83,276.89,26.87,12.7,0,1.236,4,0.036161785,0.721
84,293.24,26.79,12.67,0,1.2312,4,0.28481896,0.7182
85,405.05,26.65,12.27,0,1142.4,4,0.902766601,666.4
86,251.74,26.52,11.86,0,976.8,4,0.908751889,569.8
87,160.22,26.49,11.61,0,742.8,4,0.416687329,433.3
88,140.93,26.57,11.52,0,440.4,4,0.649118123,256.9
89,75.26,26.73,11.41,0,147.6,4,0.051935303,86.1
90,0,26.97,11.32,0,0,4,0.923969765,0
91,0,27.09,11.34,0,0,4,0.876294485,0
92,0,27.09,11.47,0,0,4,0.50607269,0
93,0,27.03,11.55,0,0,4,0.819993239,0
94,0,26.98,11.51,0,0,4,0.44900289,0
95,0,26.98,11.33,0,0,4,0.561207744,0
96,0,26.95,11.07,0,0,5,0.631195059,0
97,0,26.91,10.93,0,0,5,0.998175946,0
98,0,26.85,10.98,0,0,5,0.018412806,0
99,0,26.83,11.19,0,0,5,0.063774317,0
100,0,26.85,11.49,0,0,5,0.305284139,0
101,0,26.88,11.71,0,0,5,0.379000633,0
102,0,26.93,11.78,0,98.4,5,0.331605173,57.4
103,0.3,26.99,11.76,0,422.4,5,0.77531133,246.4
104,65.89,27.01,11.72,0,760.8,5,0.138474419,443.8
105,232.66,27.01,11.67,0,992.4,5,0.395574044,578.9
106,382.14,26.98,11.56,0,1153.2,5,0.582941122,672.7
107,519.46,26.93,11.4,0,1.236,5,0.669738176,0.721
108,522.09,26.87,11.22,0,1.2312,5,0.513379391,0.7182
109,538.12,26.8,11.02,0,1142.4,5,0.260182929,666.4
110,604.56,26.76,10.86,0,976.8,5,0.716680707,569.8
111,413.57,26.77,10.82,0,742.8,5,0.016040158,433.3
112,225.45,26.76,10.83,0,440.4,5,0.972179036,256.9
113,95.13,26.77,10.82,0,147.6,5,0.060796545,86.1
114,0,26.73,10.89,0,0,5,0.517955429,0
115,0,26.69,10.98,0,0,5,0.508726349,0
116,0,26.64,11.04,0,0,5,0.134398812,0
117,0,26.58,11.17,0,0,5,0.778602556,0
118,0,26.53,11.35,0,0,5,0.463426991,0
119,0,26.48,11.46,0,0,5,0.531835393,0
120,0,26.39,11.42,0,0,6,0.599705806,0
121,0,26.27,11.34,0,0,6,0.314357898,0
122,0,26.15,11.27,0,0,6,0.748390482,0
123,0,26.07,11.25,0,0,6,0.809065186,0
124,0,26.07,11.22,0,0,6,0.497257271,0
125,0,26.08,11.21,0,0,6,0.367370773,0
126,0,26.12,11.2,0,98.4,6,0.583113403,57.4
127,0.25,26.19,11.14,0,422.4,6,0.863883893,246.4
128,57.83,26.33,11.01,0,760.8,6,0.528391435,443.8
129,174.29,26.44,10.78,0,992.4,6,0.412076396,578.9
130,250.12,26.52,10.5,0,1153.2,6,0.055287068,672.7
131,267.79,26.51,10.28,0,1.236,6,0.912863886,0.721
132,349.52,26.47,10.1,0,1.2312,6,0.811467269,0.7182
133,415.52,26.45,9.89,0,1142.4,6,0.523348959,666.4
134,165.79,26.42,9.66,0,976.8,6,0.243096483,569.8
135,214.55,26.4,9.55,0,742.8,6,0.531937751,433.3
136,143.77,26.4,9.58,0,440.4,6,0.747180544,256.9
137,128.68,26.44,9.66,0,147.6,6,0.92592476,86.1
138,0,26.48,9.72,0,0,6,0.832074201,0
139,0,26.56,9.73,0,0,6,0.092341935,0
140,0,26.63,9.65,0,0,6,0.41709416,0
141,0,26.71,9.43,0,0,6,0.188217369,0
142,0,26.76,9.34,0,0,6,0.030644057,0
143,0,26.75,9.19,0,0,6,0.72414009,0
144,0,26.69,8.97,0,0,7,0.77099744,0
145,0,26.65,8.73,0,0,7,0.160787313,0
146,0,26.68,8.46,0,0,7,0.260900033,0
147,0,26.73,8.19,0,0,7,0.519866644,0
148,0,26.78,7.76,0,0,7,0.456166483,0
149,0,26.75,7.2,0,0,7,0.217236639,0
150,0,26.72,6.75,0,98.4,7,0.837155348,57.4
151,0.3,26.69,6.41,0,422.4,7,0.173990029,246.4
152,54.96,26.67,6.05,0,760.8,7,0.959091561,443.8
153,207.23,26.65,5.64,0,992.4,7,0.657867002,578.9
154,263.51,26.61,5.39,0,1153.2,7,0.958802236,672.7
155,449.53,26.59,5.33,0,1.236,7,0.900879667,0.721
156,428.94,26.61,5.21,0,1.2312,7,0.046423165,0.7182
157,406.39,26.62,5.17,0,1142.4,7,0.057131457,666.4
158,486.75,26.6,5.14,0,976.8,7,0.544171674,569.8
159,449.85,26.62,5.05,0,742.8,7,0.059986469,433.3
160,312.56,26.64,5.08,0,440.4,7,0.090731085,256.9
161,120.13,26.69,5.3,0,147.6,7,0.150643674,86.1
162,0,26.76,5.56,0,0,7,0.670652733,0
163,0,26.83,5.64,0,0,7,0.458044054,0
164,0,26.86,5.52,0,0,7,0.043224356,0
165,0,26.82,5.31,0,0,7,0.722982415,0
166,0,26.72,5.15,0,0,7,0.008174948,0
167,0,26.59,4.96,0,0,7,0.958724661,0
168,0,26.48,4.75,0,0,8,0.344002373,0
169,0,26.38,4.54,0,0,8,0.070424066,0
170,0,26.3,4.48,0,0,8,0.8498117,0
171,0,26.28,4.51,0,0,8,0.71808428,0
172,0,26.3,4.57,0,0,8,0.414803923,0
173,0,26.39,4.67,0,0,8,0.680864496,0
174,0,26.56,4.77,0,98.4,8,0.580511732,57.4
175,0.3,26.78,4.89,0,422.4,8,0.187399153,246.4
176,66.64,26.97,4.99,0,760.8,8,0.219246979,443.8
177,213.13,27.08,5.01,0,992.4,8,0.004971794,578.9
178,371.18,27.07,4.97,0,1153.2,8,0.592635998,672.7
179,514.83,27.01,4.96,0,1.236,8,0.735479126,0.721
180,593.15,26.93,4.97,0,1.2312,8,0.506172111,0.7182
181,609.15,26.82,4.88,0,1142.4,8,0.755192993,666.4
182,514.22,26.75,4.69,0,976.8,8,0.425413238,569.8
183,504.11,26.71,4.57,0,742.8,8,0.194042358,433.3
184,353.78,26.7,4.54,0,440.4,8,0.425520162,256.9
185,113.17,26.72,4.72,0,147.6,8,0.803907732,86.1
186,0,26.75,5.03,0,0,8,0.051314021,0
187,0,26.78,5.41,0,0,8,0.549825494,0
188,0,26.83,5.73,0,0,8,0.189258623,0
189,0,26.87,5.93,0,0,8,0.293473232,0
190,0,26.87,6.01,0,0,8,0.099519872,0
191,0,26.85,6.01,0,0,8,0.346893202,0
192,0,26.81,5.94,0,0,9,0.479559739,0
193,0,26.75,5.82,0,0,9,0.667513088,0
194,0,26.65,5.74,0,0,9,0.742152679,0
195,0,26.58,5.73,0,0,9,0.407078999,0
196,0,26.54,5.67,0,0,9,0.534888254,0
197,0,26.5,5.52,0,0,9,0.765612618,0
198,0,26.51,5.44,0,98.4,9,0.76242805,57.4
199,0.3,26.58,5.45,0,422.4,9,0.455109333,246.4
200,72.9,26.69,5.55,0,760.8,9,0.154947687,443.8
201,239.07,26.8,5.48,0,992.4,9,0.819311729,578.9
202,432.58,26.89,5.18,0,1153.2,9,0.960751207,672.7
203,573.22,26.96,4.69,0,1.236,9,0.356905114,0.721
204,642.72,26.98,3.99,0,1.2312,9,0.706764778,0.7182
205,653.4,26.94,3.45,0,1142.4,9,0.401628474,666.4
206,622.58,26.91,3.16,0,976.8,9,0.094580387,569.8
207,463.1,26.89,3.02,0,742.8,9,0.468525302,433.3
208,297.9,26.85,2.97,0,440.4,9,0.904258461,256.9
209,111.19,26.83,3.13,0,147.6,9,0.010903893,86.1
210,0,26.79,3.35,0,0,9,0.382324414,0
211,0,26.77,3.53,0,0,9,0.609780351,0
212,0,26.78,3.59,0,0,9,0.486383669,0
213,0,26.8,3.51,0,0,9,0.74248991,0
214,0,26.8,3.33,0,0,9,0.334246944,0
215,0,26.79,3.14,0,0,9,0.432397768,0
216,0,26.78,2.96,0,0,10,0.82273854,0
217,0,26.77,2.75,0,0,10,0.73657492,0
218,0,26.79,2.53,0,0,10,0.761608199,0
219,0,26.83,2.37,0,0,10,0.642156789,0
220,0,26.84,2.3,0,0,10,0.634015701,0
221,0,26.86,2.29,0,0,10,0.519261528,0
222,0,26.85,2.45,0,98.4,10,0.863964518,57.4
223,0.25,26.85,2.76,0,422.4,10,0.82050982,246.4
224,57.51,26.85,3.07,0,760.8,10,0.836947044,443.8
225,212.6,26.82,3.3,0,992.4,10,0.374796612,578.9
226,369.48,26.73,3.5,0,1153.2,10,0.742754213,672.7
227,526.44,26.64,3.63,0,1.236,10,0.713859707,0.721
228,617.39,26.52,3.61,0,1.2312,10,0.003191906,0.7182
229,694.31,26.4,3.48,0,1142.4,10,0.061540298,666.4
230,668.37,26.27,3.33,0,976.8,10,0.993856578,569.8
231,555.8,26.19,3.22,0,742.8,10,0.379060845,433.3
232,386.97,26.18,3.33,0,440.4,10,0.622947835,256.9
233,92.26,26.2,3.57,0,147.6,10,0.367634819,86.1
234,0,26.26,3.69,0,0,10,0.986108186,0
235,0,26.35,3.68,0,0,10,0.592500093,0
236,0,26.46,3.56,0,0,10,0.283205516,0
237,0,26.55,3.34,0,0,10,0.24530183,0
238,0,26.66,3.17,0,0,10,0.191738558,0
239,0,26.76,3.04,0,0,10,0.498232202,0
240,0,26.83,2.89,0,0,11,0.453835202,0
241,0,26.86,2.81,0,0,11,0.111309993,0
242,0,26.87,2.83,0,0,11,0.648315844,0
243,0,26.9,2.89,0,0,11,0.909155131,0
244,0,26.94,2.86,0,0,11,0.716377316,0
245,0,26.98,2.77,0,0,11,0.87334008,0
246,0,27.01,2.84,0,98.4,11,0.32031616,57.4
247,0.25,27.05,3.03,0,422.4,11,0.795615604,246.4
248,74.4,27.09,3.31,0,760.8,11,0.636673494,443.8
249,248.15,27.12,3.59,0,992.4,11,0.02484121,578.9
250,408.74,27.13,3.85,0,1153.2,11,0.077690798,672.7
251,560.56,27.12,4.02,0,1.236,11,0.477354331,0.721
252,650.18,27.07,4.06,0,1.2312,11,0.963679188,0.7182
253,681.32,27,4.01,0,1142.4,11,0.80122242,666.4
254,646.69,26.97,3.91,0,976.8,11,0.837835278,569.8
255,575.83,26.94,3.78,0,742.8,11,0.253185663,433.3
256,401.6,26.92,3.65,0,440.4,11,0.729224027,256.9
257,81.19,26.9,3.57,0,147.6,11,0.085422832,86.1
258,0,26.86,3.56,0,0,11,0.25358115,0
259,0,26.85,3.69,0,0,11,0.861226054,0
260,0,26.84,3.89,0,0,11,0.90819161,0
261,0,26.84,4.08,0,0,11,0.178285943,0
262,0,26.84,4.15,0,0,11,0.146578537,0
263,0,26.83,4.14,0,0,11,0.758561858,0
264,0,26.85,4.06,0,0,12,0.987469394,0
265,0,26.83,3.91,0,0,12,0.686092352,0
266,0,26.81,3.76,0,0,12,0.07659048,0
267,0,26.82,3.75,0,0,12,0.001360581,0
268,0,26.83,3.81,0,0,12,0.816802885,0
269,0,26.88,3.89,0,0,12,0.979244545,0
270,0,26.93,4.01,0,98.4,12,0.920259538,57.4
271,0.2,26.99,4.12,0,422.4,12,0.344647383,246.4
272,63.13,27.05,4.22,0,760.8,12,0.694967664,443.8
273,233.14,27.11,4.27,0,992.4,12,0.641474264,578.9
274,385.09,27.14,4.28,0,1153.2,12,0.144345568,672.7
275,551.34,27.17,4.32,0,1.236,12,0.745572345,0.721
276,667.22,27.17,4.38,0,1.2312,12,0.642314418,0.7182
277,675.8,27.15,4.46,0,1142.4,12,0.145828456,666.4
278,648.34,27.12,4.55,0,976.8,12,0.750770657,569.8
279,585.19,27.11,4.61,0,742.8,12,0.470870281,433.3
280,409.43,27.08,4.59,0,440.4,12,0.545463854,256.9
281,73.34,27.06,4.56,0,147.6,12,0.001588279,86.1
282,0,27.01,4.71,0,0,12,0.640086419,0
283,0,26.97,5.04,0,0,12,0.94033797,0
284,0,26.93,5.46,0,0,12,0.160005638,0
285,0,26.88,5.8,0,0,12,0.587631679,0
286,0,26.86,6.11,0,0,12,0.897682274,0
287,0,26.83,6.35,0,0,12,0.798122642,0
288,0,26.75,6.5,0,0,13,0.96784795,0
289,0,26.65,6.7,0,0,13,0.863431194,0
290,0,26.57,6.98,0,0,13,0.578454132,0
291,0,26.55,7.3,0,0,13,0.5422689,0
292,0,26.63,7.65,0,0,13,0.18955446,0
293,0,26.79,7.88,0,0,13,0.357293255,0
294,0,26.94,7.98,0,98.4,13,0.365473341,57.4
295,0.15,27.03,8.01,0,422.4,13,0.608814726,246.4
296,64.43,27.12,8.02,0,760.8,13,0.182647175,443.8
297,195.64,27.17,7.98,0,992.4,13,0.431935258,578.9
298,365.78,27.18,7.91,0,1153.2,13,0.25497507,672.7
299,509.16,27.13,7.8,0,1.236,13,0.795982289,0.721
300,622.24,27.08,7.69,0,1.2312,13,0.297104972,0.7182
301,482.95,27.01,7.59,0,1142.4,13,0.057243438,666.4
302,494.35,26.94,7.52,0,976.8,13,0.292698469,569.8
303,394.59,26.92,7.48,0,742.8,13,0.988118138,433.3
304,302.3,26.94,7.55,0,440.4,13,0.703568562,256.9
305,100.76,27.02,7.72,0,147.6,13,0.17450638,86.1
306,0,27.09,7.93,0,0,13,0.916349046,0
307,0,27.14,8.22,0,0,13,0.073389454,0
308,0,27.15,8.51,0,0,13,0.562398914,0
309,0,27.15,8.76,0,0,13,0.031305184,0
310,0,27.12,8.92,0,0,13,0.642917012,0
311,0,27.05,9.11,0,0,13,0.824142703,0
312,0,26.98,9.36,0,0,14,0.837321428,0
313,0,26.93,9.66,0,0,14,0.642656925,0
314,0,26.86,9.89,0,0,14,0.03328014,0
315,0,26.8,10.12,0,0,14,0.139216051,0
316,0,26.79,10.37,0,0,14,0.502367276,0
317,0,26.81,10.58,0,0,14,0.992712823,0
318,0,26.87,10.76,0,98.4,14,0.890902045,57.4
319,0.15,26.94,10.93,0,422.4,14,0.972707023,246.4
320,47.87,27.01,11.08,0,760.8,14,0.790129703,443.8
321,206.25,27.06,11.26,0,992.4,14,0.117060829,578.9
322,365.85,27.08,11.44,0,1153.2,14,0.540047345,672.7
323,447.02,27.08,11.56,0,1.236,14,0.940465633,0.721
324,507.13,27.03,11.62,0,1.2312,14,0.179279504,0.7182
325,549.05,26.96,11.68,0,1142.4,14,0.106833217,666.4
326,484.34,26.98,11.71,0,976.8,14,0.99548508,569.8
327,426.32,27.01,11.57,0,742.8,14,0.849344326,433.3
328,159.81,27.01,11.39,0,440.4,14,0.365235094,256.9
329,71.26,26.99,11.19,0,147.6,14,0.762833635,86.1
330,0,26.93,10.98,0,0,14,0.273647728,0
331,0,26.91,10.8,0,0,14,0.337782666,0
332,0,26.94,10.91,0,0,14,0.646555687,0
333,0,27,11.13,0,0,14,0.849196792,0
334,0,27.06,11.1,0,0,14,0.154726257,0
335,0,27.09,10.98,0,0,14,0.729026814,0
336,0,27.01,10.96,0,0,15,0.9331535,0
337,0,26.91,11.01,0,0,15,0.022549568,0
338,0,26.84,11.07,0,0,15,0.831444676,0
339,0,26.81,11.19,0,0,15,0.156259293,0
340,0,26.8,11.06,0,0,15,0.941067405,0
341,0,26.81,10.7,0,0,15,0.639459485,0
342,0,26.84,10.4,0,98.4,15,0.552508241,57.4
343,0.1,26.85,10.16,0,422.4,15,0.266852883,246.4
344,47.56,26.87,9.88,0,760.8,15,0.816375616,443.8
345,187.02,26.9,9.52,0,992.4,15,0.253350114,578.9
346,370.1,26.94,9.2,0,1153.2,15,0.822815598,672.7
347,447.83,27.01,9,0,1.236,15,0.236347884,0.721
348,519.1,27.04,8.9,0,1.2312,15,0.139398937,0.7182
349,572.18,27.04,8.8,0,1142.4,15,0.363914836,666.4
350,497.32,27.05,8.74,0,976.8,15,0.932805685,569.8
351,416.29,27.05,8.72,0,742.8,15,0.709001264,433.3
352,306.25,27.08,8.79,0,440.4,15,0.133914507,256.9
353,118.8,27.13,8.93,0,147.6,15,0.784155971,86.1
354,0,27.22,9.1,0,0,15,0.737696406,0
355,0,27.3,9.29,0,0,15,0.942668623,0
356,0,27.33,9.55,0,0,15,0.348450232,0
357,0,27.35,9.87,0,0,15,0.374534643,0
358,0,27.34,10.07,0,0,15,0.422751212,0
359,0,27.26,10.21,0,0,15,0.842015345,0
360,0,27.24,10.17,0,0,16,0.203061964,0
361,0,27.25,9.93,0,0,16,0.475601416,0
362,0,27.26,9.67,0,0,16,0.747979586,0
363,0,27.28,9.46,0,0,16,0.911330234,0
364,0,27.25,9.18,0,0,16,0.682776338,0
365,0,27.2,8.94,0,0,16,0.105956207,0
366,0,27.17,8.76,0,98.4,16,0.360934318,57.4
367,0.1,27.19,8.54,0,422.4,16,0.081916083,246.4
368,56.34,27.19,8.32,0,760.8,16,0.03222886,443.8
369,176.43,27.21,8.16,0,992.4,16,0.354602599,578.9
370,301.25,27.22,8.13,0,1153.2,16,0.659209695,672.7
371,437.45,27.23,8.06,0,1.236,16,0.571882291,0.721
372,544.73,27.23,7.91,0,1.2312,16,0.685034909,0.7182
373,433.48,27.21,7.68,0,1142.4,16,0.007028216,666.4
374,475.06,27.24,7.51,0,976.8,16,0.958751645,569.8
375,417.15,27.27,7.48,0,742.8,16,0.775971269,433.3
376,314.2,27.26,7.61,0,440.4,16,0.227674619,256.9
377,109.06,27.24,7.77,0,147.6,16,0.335089169,86.1
378,0,27.22,7.87,0,0,16,0.871409561,0
379,0,27.21,7.97,0,0,16,0.888747006,0
380,0,27.23,7.99,0,0,16,0.135619855,0
381,0,27.27,7.89,0,0,16,0.48102708,0
382,0,27.3,7.79,0,0,16,0.098975295,0
383,0,27.3,7.73,0,0,16,0.692457214,0
384,0,27.3,7.67,0,0,17,0.027910078,0
385,0,27.27,7.57,0,0,17,0.863700366,0
386,0,27.25,7.54,0,0,17,0.040219396,0
387,0,27.24,7.7,0,0,17,0.217261208,0
388,0,27.25,7.89,0,0,17,0.518564733,0
389,0,27.24,8.06,0,0,17,0.633017702,0
390,0,27.27,8.2,0,98.4,17,0.100253672,57.4
391,0.1,27.3,8.29,0,422.4,17,0.183828698,246.4
392,44.94,27.39,8.3,0,760.8,17,0.41355679,443.8
393,198.61,27.46,8.17,0,992.4,17,0.26738521,578.9
394,345.68,27.49,7.93,0,1153.2,17,0.97386386,672.7
395,487.31,27.5,7.8,0,1.236,17,0.939108197,0.721
396,644.44,27.45,7.79,0,1.2312,17,0.724247592,0.7182
397,527.23,27.42,7.75,0,1142.4,17,0.829118849,666.4
398,605.73,27.4,7.63,0,976.8,17,0.084886509,569.8
399,449.71,27.41,7.48,0,742.8,17,0.243773594,433.3
400,343.31,27.44,7.3,0,440.4,17,0.383348569,256.9
401,161.3,27.47,7.17,0,147.6,17,0.56279659,86.1
402,0,27.47,7.15,0,0,17,0.510521363,0
403,0,27.46,7.23,0,0,17,0.791694102,0
404,0,27.41,7.34,0,0,17,0.122278538,0
405,0,27.35,7.48,0,0,17,0.560222309,0
406,0,27.24,7.67,0,0,17,0.219645132,0
407,0,27.13,7.88,0,0,17,0.019730864,0
408,0,27.05,8,0,0,18,0.247627363,0
409,0,26.97,8.09,0,0,18,0.79770649,0
410,0,26.9,8.32,0,0,18,0.442325043,0
411,0,26.83,8.66,0,0,18,0.029998405,0
412,0,26.81,8.74,0,0,18,0.493248742,0
413,0,26.85,8.54,0,0,18,0.377423181,0
414,0,26.9,8.4,0,98.4,18,0.445035488,57.4
415,0.1,26.96,8.47,0,422.4,18,0.257397781,246.4
416,47.22,27.01,8.63,0,760.8,18,0.6462037,443.8
417,149.82,27.04,8.65,0,992.4,18,0.050761847,578.9
418,298.2,27.07,8.79,0,1153.2,18,0.234772794,672.7
419,405.24,27.09,8.96,0,1.236,18,0.305814502,0.721
420,416.01,27.1,8.96,0,1.2312,18,0.6446861,0.7182
421,459.99,27.09,8.96,0,1142.4,18,0.767257324,666.4
422,510.04,27.08,8.94,0,976.8,18,0.405596293,569.8
423,439.83,27.11,8.91,0,742.8,18,0.4651539,433.3
424,357.02,27.12,8.89,0,440.4,18,0.211504616,256.9
425,92.51,27.11,8.88,0,147.6,18,0.738240519,86.1
426,0,27.12,8.93,0,0,18,0.198316922,0
427,0,27.12,8.91,0,0,18,0.945756955,0
428,0,27.13,8.84,0,0,18,0.219936573,0
429,0,27.14,8.75,0,0,18,0.275265273,0
430,0,27.11,8.74,0,0,18,0.576122931,0
431,0,27.04,8.75,0,0,18,0.913148783,0
432,0,26.97,8.86,0,0,19,0.965755365,0
433,0,26.9,9.1,0,0,19,0.655982458,0
434,0,26.87,9.38,0,0,19,0.613169788,0
435,0,26.84,9.73,0,0,19,0.569097498,0
436,0,26.91,9.94,0,0,19,0.52937894,0
437,0,26.98,9.89,0,0,19,0.003143512,0
438,0,26.99,9.84,0,98.4,19,0.399066763,57.4
439,0.05,27.06,9.83,0,422.4,19,0.790370472,246.4
440,32.71,27.1,9.7,0,760.8,19,0.703919403,443.8
441,109.62,27.08,9.54,0,992.4,19,0.009733996,578.9
442,189.13,27.04,9.47,0,1153.2,19,0.903797338,672.7
443,292.38,27.04,9.34,0,1.236,19,0.80937381,0.721
444,393.41,27.03,9.14,0,1.2312,19,0.525739538,0.7182
445,390.32,27.03,8.9,0,1142.4,19,0.20187709,666.4
446,326.69,27.04,8.69,0,976.8,19,0.401948171,569.8
447,317.03,27.05,8.54,0,742.8,19,0.407658845,433.3
448,227.23,27.07,8.4,0,440.4,19,0.992870258,256.9
449,121.72,27.08,8.4,0,147.6,19,0.76036862,86.1
450,0,27.09,8.52,0,0,19,0.69229982,0
451,0,27.11,8.57,0,0,19,0.510320042,0
452,0,27.09,8.62,0,0,19,0.331361061,0
453,0,27.07,8.74,0,0,19,0.632524,0
454,0,27.05,8.88,0,0,19,0.505479048,0
455,0,27.02,8.97,0,0,19,0.920591109,0
456,0,26.99,9.06,0,0,20,0.351555226,0
457,0,26.96,9.16,0,0,20,0.653915872,0
458,0,26.93,9.22,0,0,20,0.916222846,0
459,0,26.91,9.28,0,0,20,0.667842398,0
460,0,26.95,9.4,0,0,20,0.252219891,0
461,0,27.03,9.54,0,0,20,0.074043937,0
462,0,27.08,9.67,0,98.4,20,0.087590934,57.4
463,0.05,27.09,9.72,0,422.4,20,0.271812227,246.4
464,34.09,27.09,9.72,0,760.8,20,0.901089086,443.8
465,134.68,27.09,9.72,0,992.4,20,0.356651512,578.9
466,365.59,27.08,9.56,0,1153.2,20,0.104755793,672.7
467,478.8,27.1,9.27,0,1.236,20,0.242134408,0.721
468,487.74,27.1,9.01,0,1.2312,20,0.754485064,0.7182
469,542.58,27.1,8.81,0,1142.4,20,0.723509687,666.4
470,464.71,27.12,8.68,0,976.8,20,0.641094282,569.8
471,395.38,27.19,8.61,0,742.8,20,0.549423965,433.3
472,336.8,27.22,8.62,0,440.4,20,0.529951029,256.9
473,147.36,27.22,8.93,0,147.6,20,0.869963143,86.1
474,0,27.22,9.42,0,0,20,0.002555314,0
475,0,27.24,9.83,0,0,20,0.832598493,0
476,0,27.26,10,0,0,20,0.094265293,0
477,0,27.25,9.95,0,0,20,0.133184725,0
478,0,27.23,9.96,0,0,20,0.990731726,0
479,0,27.22,9.95,0,0,20,0.605838607,0
